Company,Title,Location,Salary
metacareers,"Research Scientist Intern, Mixed Reality and Computational Photography (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, AI Applied Research - Machine Learning (PhD)","San Francisco, CA; Menlo Park, CA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,"Technical Program Manager, Electrical Engineering","Remote, Netherlands; Remote, Poland; Berlin, Germany; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK",
metacareers,Analyste d'affaires : jeux et édition d'applications | Analyste d'affaires : jeux et édition d'applications,"Remote, Canada",
metacareers,"Research Scientist Intern, Computational Interaction (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,Research Scientist Intern - Human Understanding (PhD),"Zurich, Switzerland",
metacareers,"Future of Work Product Manager, 3P Ecosystem","Burlingame, CA","$171,000/year to $232,000/year + bonus + equity + benefits"
metacareers,Software Engineer - Camera,"Redmond, WA; Burlingame, CA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Research Data Scientist, Machine Learning","Bellevue, WA; Reston, VA; Fremont, CA; Remote, US","$136,000/year to $197,000/year + bonus + equity + benefits"
metacareers,"Engineering Program Manager, Technical Operations ","Remote, US","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,Postdoctoral Researcher - computer vision,"London, United Kingdom",
metacareers,"Director, Application Management","Menlo Park, CA; Seattle, WA; New York, NY; Remote, US","$228,000/year to $285,000/year + bonus + equity + benefits"
metacareers,Critical Facility Engineer,"Newton County, GA","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,"Firmware Engineering Manager, Reality Labs","Redmond, WA; Austin, TX; Remote, US","$202,000/year to $276,000/year + bonus + equity + benefits"
metacareers,Data Center Production Operations Engineer,"Los Lunas, NM; US - NM - Los Lunas Data Center","$104,000/year to $153,920/year + bonus + equity + benefits"
metacareers,Data Center Systems Engineer,"Fremont, CA; Remote, US","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Game AI (PhD)","New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Software Engineer (Leadership) - Product,"Sunnyvale, CA; Los Angeles, CA; Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; Washington, DC; Boston, MA; New York, NY; San Francisco, CA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,Optical Metrology Engineer AR,"Sunnyvale, CA; Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Manager, Audio Engineering","Sunnyvale, CA; Redmond, WA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,UX Research Manager,"Bellevue, WA; Remote, US","$154,000/year to $215,000/year + bonus + equity + benefits"
metacareers,Lead Construction Manager - Singapore,Singapore Data Center; Singapore,
metacareers,System Integration Lead: Depth Sensing HW,"Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI Machine Learning Ranking (PhD)","Sunnyvale, CA; Bellevue, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$7,650/month to $10,250/month + benefits"
metacareers,SiteOps Data Center Site Project Manager,"Papillion, NE","$114,000/year to $163,000/year + bonus + equity + benefits"
metacareers,Software engineer (Leadership) - Infrastructure | Ingénieur logiciel (Leadership) – Infrastructure,"Remote, Canada",
metacareers,"Engineering Manager, Calibration (MRL)","Seattle, WA; Burlingame, CA","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,Meta University - Product Design - Summer 2023,"Menlo Park, CA","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,Facility Technical Manager,"Papillion, NE","$131,000/year to $183,000/year + bonus + equity + benefits"
metacareers,Software Engineer (Leadership) - AR/VR | Ingénieur logiciel (leadership) – AR/VR,"Remote, Canada",
metacareers,Software Engineer - System Infrastructure,"Sunnyvale, CA; Los Angeles, CA; Redmond, WA; Austin, TX; Menlo Park, CA; Seattle, WA; Washington, DC; Boston, MA; New York, NY; San Francisco, CA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, Systems Generalist","Sunnyvale, CA; Menlo Park, CA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Research Scientist:  Computer Vision for Audio,"Redmond, WA","$143,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, VROS Developer Infrastructure ","Los Angeles, CA; Bellevue, WA; Seattle, WA; Burlingame, CA","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Partner Trainer, Reality Labs","Burlingame, CA; New York, NY; Seattle, WA; Remote, US","$111,000/year to $162,000/year + bonus + equity + benefits"
metacareers,Software Engineer - OS Frameworks,"Burlingame, CA; Remote, US; Bellevue, WA; Los Angeles, CA; Redmond, WA; Menlo Park, CA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Software Engineer - Sensor Research,"Redmond, WA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Producer, VR & Metaverse Content & Apps","Los Angeles, CA; Bellevue, WA; Burlingame, CA; Remote, US","$126,000/year to $176,000/year + bonus + equity + benefits"
metacareers,SiteOps Data Center Production Operations Lead,"Altoona, IA","$105,000/year to $153,000/year + bonus + equity + benefits"
metacareers,FRL Research Software Engineer,"Redmond, WA; Seattle, WA","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Computational Photography (PhD)","Seattle, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Data Center Environmental, Health & Safety Coordinator",Singapore Data Center; Singapore,
metacareers,"Research Scientist Intern, 3D Computer Vision & Computational Photography (PhD)","Sunnyvale, CA; Seattle, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Human-Computer Interaction (PhD) | Chercheur stagiaire, Interaction homme-machine (niveau doctoral)","Toronto, Canada",
metacareers,"Geo Manager, Data Center Design, NORAM",,"$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI and Machine Learning (PhD) | Chercheur ou chercheuse stagiaire en IA et apprentissage automatisé (docteur·e)","Toronto, Canada",
metacareers,"Research Scientist Intern, AI Machine Learning Ranking (PhD)","Sunnyvale, CA; Bellevue, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$7,650/month to $10,250/month + benefits"
metacareers,Technical Program Manager - Eye Tracking Research,"Redmond, WA","$167,000/year to $228,000/year + bonus + equity + benefits"
metacareers,Maintenance Planning Coordinator,"Kansas City, MO","$105,000/year to $153,000/year + bonus + equity + benefits"
metacareers,"Technical Artist, Avatars Pipeline/Tools","Los Angeles, CA; Seattle, WA; Burlingame, CA; Remote, US","$152,000/year to $212,000/year + bonus + equity + benefits"
metacareers,Product Management Director ,"Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; New York, NY; San Francisco, CA; Remote, US","$244,000/year to $317,000/year + bonus + equity + benefits"
metacareers,"Product Manager, Platform (Meta Reality Labs)","Burlingame, CA; Boston, MA; New York, NY","$171,000/year to $232,000/year + bonus + equity + benefits"
metacareers,"Artiste technique, Avatars Pipeline/Outils | Artiste technique, Avatars Pipeline/Outils",,
metacareers,Channel Marketing Manager,"Burlingame, CA; New York, NY","$150,000/year to $207,000/year + bonus + equity + benefits"
metacareers,Wireless HW Module and Subsystem Technical Program Manager (TPM),"Sunnyvale, CA","$167,000/year to $228,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, SWT, Stretchable Electronics (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Data Engineer, Analytics (Generalist)","Durham, NC; Austin, TX; Menlo Park, CA; Seattle, WA; Burlingame, CA; New York, NY; San Francisco, CA; Remote, US","$165,000/year to $232,000/year + bonus + equity + benefits"
metacareers,SiteOps Data Center Production Operations Engineer,"Gallatin, TN","$83,200/year to $122,720/year + bonus + equity + benefits"
metacareers,Software/Firmware Test Engineer Lead,"Sunnyvale, CA; Redmond, WA; Austin, TX; Burlingame, CA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Operations Integration (OI) Engineer,"Austin, TX; Prineville, OR; Fremont, CA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Embedded Software Engineer,"Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$166,000/year to $237,000/year + bonus + equity + benefits"
metacareers,Employee Relations Business Partner,"Dublin, Ireland; London, United Kingdom",
metacareers,"Director, People Service Delivery","Austin, TX; Menlo Park, CA; New York, NY; San Francisco, CA; Remote, US","$212,000/year to $282,000/year + bonus + equity + benefits"
metacareers,Operating Systems Software - Engineering Manager,"Zurich, Switzerland",
metacareers,Developer Support Engineer,"Los Angeles, CA; Bellevue, WA; Burlingame, CA; New York, NY; Remote, US","$138,000/year to $190,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI Algorithm-System Co-Design and Optimization (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,Retail Channel Marketing Executive - Nordics,"Stockholm, Sweden",
metacareers,"Research Scientist Intern, On-device ML Accelerator Compiler (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, AI Applied Research - Speech Recognition (PhD) ","Menlo Park, CA; Seattle, WA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Red (GaAs) Process Integration Engineer,"Plymouth, UK",
metacareers,Solutions Architect,"Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK; London, United Kingdom",
metacareers,"Research Scientist, Eye Tracking Systems","Redmond, WA; Seattle, WA","$143,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Firmware Engineer, Reality Labs","Sunnyvale, CA; Redmond, WA; Austin, TX; Burlingame, CA; Vancouver, WA; Remote, US","$166,000/year to $237,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Soft Wearable Haptic Displays (PhD)  ","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Process Integration Hardware Engineer,"Plymouth, UK",
metacareers,"Research Scientist Intern, Soft Wearable Technologies, Sputter Deposition (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Computational Optics and Optimization (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Data Science and HCI (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, AI  Machine Learning Computer Vision (PhD)","Sunnyvale, CA; Bellevue, WA; Menlo Park, CA; Seattle, WA; New York, NY; Remote, US","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Rendering and Reconstruction (PhD)","Sausalito, CA","$7,500/month to $10,250/month + benefits"
metacareers,"Texture Artist, Avatars","Los Angeles, CA; Seattle, WA; Burlingame, CA; Remote, US","$152,000/year to $212,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Materials Design (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Program Controls Manager,"Fremont, CA; Remote, US","$170,000/year to $228,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Polymer Scientist (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,VR Growth Product Manager,"Burlingame, CA","$171,000/year to $232,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Body, Cloth and Hair Modeling and Simulation (PhD)","Sausalito, CA","$7,500/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Character Animation and Evaluation (PhD)","Sausalito, CA; Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"People Compliance Program Manager, GRPC Enablement","Dublin, Ireland; London, United Kingdom",
metacareers,Critical Operations Manager ,"Papillion, NE; Huntsville, AL","$131,000/year to $183,000/year + bonus + equity + benefits"
metacareers,"Embedded SW Manager, Camera & Depth Signal Processing, RL","Sunnyvale, CA","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,PM Manager - Business Messaging Outcomes,Singapore,
metacareers,Senior Character Artist - Sanzaru ,"Foster City, CA; Remote, US","$106,000/year to $150,000/year + bonus + equity + benefits"
metacareers,Senior Concept Artist - Sanzaru,"Foster City, CA; Remote, US","$106,000/year to $150,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Camera System Architecture (PhD)","Burlingame, CA","$7,313/month to $10,250/month + benefits"
metacareers,Research Design Prototyper - Reality Labs Research,"Redmond, WA","$155,000/year to $222,000/year + bonus + equity + benefits"
metacareers,"Research Engineer, Image Sensors","Sunnyvale, CA; Redmond, WA; Burlingame, CA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Workplace Planning Manager,"Menlo Park, CA","$104,000/year to $149,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI Applied Research - Computer Vision (PhD) ","Menlo Park, CA; Boston, MA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Software Engineer (Leadership) - Machine Learning,"Sunnyvale, CA; Los Angeles, CA; Bellevue, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; San Francisco, CA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,Head of Administrative Specialist Program,"Austin, TX; Chicago, IL; Remote, US","$212,000/year to $282,000/year + bonus + equity + benefits"
metacareers,"Data Engineering Director, Instagram","New York, NY","$243,000/year to $312,000/year + bonus + equity + benefits"
metacareers,Display Design and Validation Engineer,"Sunnyvale, CA; Redmond, WA; Burlingame, CA","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,"Postdoctoral Researcher, Artificial Intelligence (PhD)","Pittsburgh, PA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; San Francisco, CA; Remote, US","$116,000/year to $160,000/year + benefits"
metacareers,Data Center Site Project Manager,"Los Lunas, NM; US - NM - Los Lunas Data Center","$84,843/year to $133,000/year + bonus + equity + benefits"
metacareers,Data Center Geo Capacity Lead Engineer,"Sarpy County, NE; Papillion, NE; DeKalb, IL; Altoona, IA; Remote, US","$158,000/year to $223,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Haptic Research (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Senior Systems Designer - Sanzaru,"Foster City, CA; Remote, US","$109,000/year to $153,000/year + bonus + equity + benefits"
metacareers,Lead Electrical Subject Matter Expert,"Huntsville, AL","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Audio Presence (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,SiteOps Data Center Production Operations Lead,"Eagle Mountain, Utah","$105,000/year to $123,000/year + bonus + equity + benefits"
metacareers,"Technical Lead, ML Applications in Spatial Audio","Redmond, WA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,Chercheur ou chercheuse postdoctoral·e en intelligence artificielle (PhD)  |  Chercheur ou chercheuse postdoctoral·e en intelligence artificielle (PhD),"Toronto, Canada",
metacareers,Software Engineer - Embedded (BSP),"Sunnyvale, CA; Redmond, WA; Seattle, WA; Burlingame, CA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Image Sensor Design and Characterization (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Graphics Software Engineer - Pipeline and Tooling,"Bellevue, WA; Seattle, WA; Burlingame, CA; New York, NY; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Product Operations Lead,"Plymouth, UK; Cork, Ireland",
metacareers,AI/HPC System Engineer,"Oslo, Norway; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK; London, United Kingdom",
metacareers,Computer Vision Engineer,"Zurich, Switzerland; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK",
metacareers,Research Scientist Intern- Camera Algorithm and Sensor System Benchmarking (PhD),"Zurich, Switzerland",
metacareers,Infra Data Center Technical Program Manager,"Fremont, CA; Remote, US","$157,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, Computer Vision","Sunnyvale, CA; Redmond, WA; Seattle, WA; Burlingame, CA; New York, NY; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Software Engineer - System Infrastructure,"Sunnyvale, CA; Los Angeles, CA; Bellevue, WA; Redmond, WA; Austin, TX; Menlo Park, CA; Seattle, WA; Washington, DC; Boston, MA; New York, NY; San Francisco, CA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers," Research Scientist, Applied Computer Vision","Bellevue, WA; Redmond, WA; Seattle, WA; Burlingame, CA; Remote, US","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Head of Reality Labs Marketing, Japan","Tokyo, Japan",
metacareers,VR Prototyping & Concept Team - Electrical Engineer,"Sunnyvale, CA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Research Scientist, Applied Computer Vision","Burlingame, CA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Critical Facility Engineer,"US - IA - Polk County Data Center; Altoona, IA","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,"Optical Engineer, Camera Systems, Research","Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Software Engineer - Business Privacy,"Burlingame, CA; Remote, US","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, Infrastructure","Burlingame, CA; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Data Center Site Development Program Manager,"Fremont, CA; Remote, US","$121,000/year to $172,000/year + bonus + equity + benefits"
metacareers,"UX Researcher, Mixed Methods","Los Angeles, CA; Bellevue, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; New York, NY; San Francisco, CA; Fremont, CA; Remote, US","$123,000/year to $169,000/year + bonus + equity + benefits"
metacareers,Data Center Capacity Manager,"Prineville, OR","$155,000/year to $225,000/year + bonus + equity + benefits"
metacareers,"Hardware Product Design TPM, AR/VR products","Sunnyvale, CA; New York, NY","$132,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Device Integration Lead,"Cork, Ireland",
metacareers,Product Management Leader,"Menlo Park, CA; New York, NY; Remote, US","$197,000/year to $270,000/year + bonus + equity + benefits"
metacareers,"Electrical Engineer, Data Center Equipment Strategy","Fremont, CA; Remote, US","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Material Engineer,"Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, uLED Optics & Display (PhD)",,
metacareers,"Firmware Engineering Manager, Reality Labs","Redmond, WA","$166,000/year to $237,000/year + bonus + equity + benefits"
metacareers,Connectivity Engineer,"Kuna, ID","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,"Product Design Prototyper, Reality Labs","Redmond, WA; Menlo Park, CA; Burlingame, CA; Seattle, WA","$155,000/year to $222,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Platform Aware Model Optimization (PhD)",,"$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Antenna Design Intern (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Applied Perception Science & Image Quality (PhD)","Sunnyvale, CA; Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Manager, Mechanical Engineering","Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Optical Sensing System (PhD)","Sunnyvale, CA; Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Magnetometer Sensors, PhD","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,Controls Subject Matter Expert,"New Albany, OH","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,"Privacy Program Manager, Product","Menlo Park, CA; Seattle, WA; New York, NY; Remote, US","$101,000/year to $152,000/year + bonus + equity + benefits"
metacareers,SiteOps Program Specialist - Training and Development,"Remote, US","$114,000/year to $163,000/year + bonus + equity + benefits"
metacareers,Data Center Campus Facility Manager,"Los Lunas, NM; US - NM - Los Lunas Data Center; US - NM - Valencia County Data Center","$155,000/year to $225,000/year + bonus + equity + benefits"
metacareers,"Director, Contract Manufacturing","Sunnyvale, CA; Seattle, WA","$206,000/year to $262,000/year + bonus + equity + benefits"
metacareers,"Field Marketing Manager, Retail DACH Region","Berlin, Germany",
metacareers,Mechanical Subject Matter Expert,"Kansas City, MO","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Bay Area Regional Culinary Purchasing Manager,"Menlo Park, CA","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,Infra Data Center Technical Program Manager,"Fremont, CA; Remote, US","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI Applied Research - NLP (PhD)","Menlo Park, CA; New York, NY; Bellevue, WA; Seattle, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Visiting Scientist, AI","Remote, Netherlands; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK; London, United Kingdom",
metacareers,Character Animator,"Remote, Netherlands; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK",
metacareers,"Research Scientist Intern, Audio System Technology  (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Network Engineer, Deployment and Support","Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Dublin, Ireland; Remote, UK; London, United Kingdom",
metacareers,"Developer Strategy, Metaverse Content","Los Angeles, CA; Bellevue, WA; Burlingame, CA; Remote, US","$123,000/year to $178,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI Sequential Decision-Making (PhD)","Menlo Park, CA","$7,650/month to $10,250/month + benefits"
metacareers,"Director, Distributed Experience","Menlo Park, CA; New York, NY; San Francisco, CA; Remote, US","$212,000/year to $282,000/year + bonus + equity + benefits"
metacareers,Data Center Production Operations Engineer,"Luleå, Sweden",
metacareers,"Product Design Engineer, Reality Labs","Sunnyvale, CA; Redmond, WA; Seattle, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,MicroLED Test Lead,"Cork, Ireland",
metacareers,Character Technical Artist,"Burlingame, CA; Remote, US","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,Business Solutions Engineer - Spares,"Reston, VA; Fremont, CA; Remote, US","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,"Product Manager, RL Trust","Burlingame, CA","$197,000/year to $270,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, Computer Vision","Sunnyvale, CA; Redmond, WA; Seattle, WA; Burlingame, CA; New York, NY; Remote, US","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Perception and Cognition in XR Interactions (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, On-Device AI Model Optimization (PhD)","Sunnyvale, CA","$7,650/month to $10,250/month + benefits"
metacareers,Optical Engineer,"Sunnyvale, CA; Redmond, WA; Remote, US","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Product Marketing Manager, MetaWorks - Reality Labs","Los Angeles, CA; Burlingame, CA; New York, NY; Seattle, WA; Remote, US","$154,000/year to $216,000/year + bonus + equity + benefits"
metacareers,"Technical Program Manager, Computer Vision","Burlingame, CA","$193,000/year to $259,000/year + bonus + equity + benefits"
metacareers,Silicon CAD Infrastructure Engineer,"Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$166,000/year to $237,000/year + bonus + equity + benefits"
metacareers,AR System Power and Performance Architect,"Sunnyvale, CA; Redmond, WA; Burlingame, CA; Vancouver, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Battery Algorithm Engineer,"Sunnyvale, CA; Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Digital and AMS Verification Engineer,"Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,"Audio Electrical Engineer, Meta Reality Labs","Sunnyvale, CA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Digital Design Engineer,"Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,"Product, Tech Lead","Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Technical Program Manager, Electrical Engineering","Sunnyvale, CA; Remote, US","$132,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Electrical Engineer, Facebook Reality Labs","Seattle, WA","$102,000/year to $145,000/year + bonus + equity + benefits"
metacareers,Silicon Package Design Engineer,"Sunnyvale, CA; Remote, US","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,CapEx Sourcing Manager,"Sunnyvale, CA","$144,000/year to $199,000/year + bonus + equity + benefits"
metacareers,"Technical Program Manager, Movement SDK","Burlingame, CA","$167,000/year to $228,000/year + bonus + equity + benefits"
metacareers,Critical Facility Manager,,"$106,000/year to $152,000/year + bonus + equity + benefits"
metacareers,"Security Engineer, Anti Scraping","Bellevue, WA; Menlo Park, CA; Seattle, WA; Remote, US","$143,000/year to $204,000/year + bonus + equity + benefits"
metacareers,"Research Scientist, 3D Reconstruction and Eye Tracking","Redmond, WA","$143,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Vision Science and Computational Imaging (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,VR Eye and Face Tracking Technology Validation Lead,"Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,System Engineering Manager,"Sunnyvale, CA; Redmond, WA; Burlingame, CA","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,Optoelectronic Packaging Research Scientist,"Redmond, WA","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Technical Artist,"Los Angeles, CA; Durham, NC; Austin, TX; Atlanta, GA; Seattle, WA; Burlingame, CA; New York, NY; Miami, Florida; Remote, US","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,Product Development Preconstruction Manager,"Reston, VA","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Color Sensing and Perception (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Security Engineer, Internal Detection and Response","Bellevue, WA; Menlo Park, CA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Antenna Research (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,SiteOps Global Product Hardware Lead Engineer - GPU,"Los Lunas, NM; US - NM - Los Lunas Data Center; Sarpy County, NE; Henrico, VA; Santa Clara, CA; Ashburn, VA; Newton County, GA; Austin, TX; Prineville, OR; Fort Worth, TX; New Albany, OH; Altoona, IA; Fremont, CA; Huntsville, AL; Remote, US","$163,000/year to $223,000/year + bonus + equity + benefits"
metacareers,"Research Engineer, Waveguide Fabrication","Redmond, WA","$102,000/year to $145,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Hardware Graphics (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Graphics Algorithms (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Concept Artist, Avatars","Los Angeles, CA; Seattle, WA; Burlingame, CA; Remote, US","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,Controls Subject Matter Expert,"Prineville, OR","$110,000/year to $156,000/year + bonus + equity + benefits"
